"/out0 (R0=500,Rf0=1000) X","/out0 (R0=500,Rf0=1000) Y","/out0 (R0=1500,Rf0=3000) X","/out0 (R0=1500,Rf0=3000) Y","/out0 (R0=2500,Rf0=5000) X","/out0 (R0=2500,Rf0=5000) Y","/out0 (R0=3750,Rf0=7500) X","/out0 (R0=3750,Rf0=7500) Y","/out0 (R0=5000,Rf0=10000) X","/out0 (R0=5000,Rf0=10000) Y","/out0 (R0=7500,Rf0=15000) X","/out0 (R0=7500,Rf0=15000) Y","/out0 (R0=8750,Rf0=17500) X","/out0 (R0=8750,Rf0=17500) Y","/out0 (R0=10000,Rf0=20000) X","/out0 (R0=10000,Rf0=20000) Y","/out0 (R0=12500,Rf0=25000) X","/out0 (R0=12500,Rf0=25000) Y","/out0 (R0=13750,Rf0=27500) X","/out0 (R0=13750,Rf0=27500) Y","/out0 (R0=15000,Rf0=30000) X","/out0 (R0=15000,Rf0=30000) Y","/out0 (R0=17500,Rf0=35000) X","/out0 (R0=17500,Rf0=35000) Y","/out0 (R0=18750,Rf0=37500) X","/out0 (R0=18750,Rf0=37500) Y","/out0 (R0=20000,Rf0=40000) X","/out0 (R0=20000,Rf0=40000) Y"
0,0.03605501224702148,0,0.07751073633848175,0,0.1019111045381078,0,0.1217931312626661,0,0.1354611392979079,0,0.1532987159529408,0,0.1594949751418615,0,0.1645637442838416,0,0.1723808443389001,0,0.1754640771481556,0,0.1781441893560508,0,0.1825784492194022,0,0.1844346640095192,0,0.186100362066227
0.01066666666666667,0.03605501584995242,0.01066666666666667,0.07751073714917631,0.01066666666666667,0.1019110715467576,0.01066666666666667,0.1217931333570933,0.01066666666666667,0.1354611422536397,0.01066666666666667,0.1532987198000861,0.01066666666666667,0.1594949793384333,0.01066666666666667,0.1645637487815135,0.01066666666666667,0.1723808493316633,0.01066666666666667,0.1754640823471209,0.01066666666666667,0.1781441947395711,0.01066666666666667,0.1825784549195555,0.01066666666666667,0.184434669221536,0.01066666666666667,0.1861003674679537
0.02133333333333334,0.0360550161011216,0.02133333333333334,0.07751073827432754,0.02133333333333334,0.1019110734853785,0.02133333333333334,0.1217931361405999,0.02133333333333334,0.1354611457247591,0.02133333333333334,0.1532987243188007,0.02133333333333334,0.1594949842658425,0.02133333333333334,0.1645637540622383,0.02133333333333334,0.1723808551932851,0.02133333333333334,0.1754640884506587,0.02133333333333334,0.1781442010596135,0.02133333333333334,0.1825784616110707,0.02133333333333334,0.1844346760736571,0.02133333333333334,0.1861003744668536
0.032,0.03605501644946554,0.032,0.07751073983478837,0.032,0.1019110761740327,0.032,0.1217931400010175,0.032,0.135461150538821,0.032,0.1532987305857604,0.032,0.1594949910996183,0.032,0.1645637613860249,0.032,0.1723808633227117,0.032,0.1754640969155956,0.032,0.1781442098248182,0.032,0.1825784708914666,0.032,0.184434685576799,0.032,0.1861003841735625
0.04266666666666667,0.03605501693221393,0.04266666666666667,0.07751074199733518,0.04266666666666667,0.1019110799000739,0.04266666666666667,0.121793145350935,0.04266666666666667,0.1354611572103332,0.04266666666666667,0.1532987392707552,0.04266666666666667,0.1594950005701284,0.04266666666666667,0.1645637715356115,0.04266666666666667,0.1723808745887862,0.04266666666666667,0.1754641086466355,0.04266666666666667,0.1781442219719816,0.04266666666666667,0.1825784837525999,0.04266666666666667,0.1844346987466195,0.04266666666666667,0.1861003976254929
0.05333333333333334,0.03605501760063318,0.05333333333333334,0.07751074499162405,0.05333333333333334,0.1019110850591945,0.05333333333333334,0.1217931527584934,0.05333333333333334,0.1354611664477913,0.05333333333333334,0.153298751296107,0.05333333333333334,0.1594950136831142,0.05333333333333334,0.1645637855888527,0.05333333333333334,0.1723808901879328,0.05333333333333334,0.1754641248895775,0.05333333333333334,0.1781442387910916,0.05333333333333334,0.1825785015602846,0.05333333333333334,0.184434716981715,0.05333333333333334,0.1861004162512026
0.06400000000000002,0.03605501852517808,0.06400000000000002,0.07751074913326969,0.06400000000000002,0.1019110921951988,0.06400000000000002,0.121793163004497,0.06400000000000002,0.1354611792248787,0.06400000000000002,0.1532987679293598,0.06400000000000002,0.159495031820763,0.06400000000000002,0.1645638050270507,0.06400000000000002,0.1723809117643955,0.06400000000000002,0.1754641473565273,0.06400000000000002,0.1781442620549903,0.06400000000000002,0.1825785261915646,0.06400000000000002,0.1844347422041826,0.06400000000000002,0.1861004420139615
0.07466666666666669,0.0360550198024515,0.07466666666666669,0.07751075485502139,0.07466666666666669,0.1019111020537068,0.07466666666666669,0.1217931771595219,0.07466666666666669,0.1354611968766396,0.07466666666666669,0.153298790908479,0.07466666666666669,0.1594950568782329,0.07466666666666669,0.164563831881248,0.07466666666666669,0.1723809415726459,0.07466666666666669,0.1754641783950006,0.07466666666666669,0.1781442941944593,0.07466666666666669,0.1825785602200933,0.07466666666666669,0.184434777049444,0.07466666666666669,0.1861004776056436
0.08533333333333336,0.03605502156454986,0.08533333333333336,0.0775107627486287,0.08533333333333336,0.1019111156542982,0.08533333333333336,0.1217931966875,0.08533333333333336,0.1354612212286409,0.08533333333333336,0.1532988226099946,0.08533333333333336,0.159495091446995,0.08533333333333336,0.1645638689287413,0.08533333333333336,0.1723809826954886,0.08533333333333336,0.175464221215033,0.08533333333333336,0.1781443385334044,0.08533333333333336,0.1825786071651449,0.08533333333333336,0.1844348251212481,0.08533333333333336,0.1861005267071943
0.09600000000000003,0.03605502399153619,0.09600000000000003,0.07751077362071915,0.09600000000000003,0.1019111343867802,0.09600000000000003,0.1217932235839434,0.09600000000000003,0.1354612547693514,0.09600000000000003,0.1532988662734016,0.09600000000000003,0.1594951390595441,0.09600000000000003,0.1645639199553161,0.09600000000000003,0.1723810393351605,0.09600000000000003,0.1754642801922934,0.09600000000000003,0.1781443996027063,0.09600000000000003,0.1825786718239136,0.09600000000000003,0.1844348913319265,0.09600000000000003,0.1861005943361738
0.1066666666666667,0.03605502732795857,0.1066666666666667,0.07751078856679604,0.1066666666666667,0.1019111601387,0.1066666666666667,0.1217932605590261,0.1066666666666667,0.1354613008784439,0.1066666666666667,0.1532989262983689,0.1066666666666667,0.1594952045134788,0.1066666666666667,0.1645639901025817,0.1066666666666667,0.1723811171988615,0.1066666666666667,0.1754643612695247,0.1066666666666667,0.1781444835559114,0.1066666666666667,0.1825787607116282,0.1066666666666667,0.1844349823530808,0.1066666666666667,0.1861006873070928
0.1173333333333334,0.03605503190453583,0.1173333333333334,0.07751080906838953,0.1173333333333334,0.1019111954627194,0.1173333333333334,0.1217933112779084,0.1173333333333334,0.1354613641264875,0.1173333333333334,0.1532990086348806,0.1173333333333334,0.1594952942969244,0.1173333333333334,0.16456408632389,0.1173333333333334,0.1723812240048352,0.1173333333333334,0.1754644724835094,0.1173333333333334,0.1781445987148781,0.1173333333333334,0.1825788826392805,0.1173333333333334,0.1844351072071814,0.1173333333333334,0.1861008148356941
0.128,0.03605503816632365,0.128,0.07751083711923909,0.128,0.1019112437940371,0.128,0.1217933806729186,0.128,0.1354614506642495,0.128,0.1532991212900141,0.128,0.1594954171411618,0.128,0.1645642179765846,0.128,0.1723813701397591,0.128,0.1754646246495964,0.128,0.1781447562785954,0.128,0.1825790494641011,0.128,0.1844352780360445,0.128,0.186100989323882
0.1386666666666667,0.03605504670885528,0.1386666666666667,0.07751087538720847,0.1386666666666667,0.1019113097293674,0.1386666666666667,0.1217934753441036,0.1386666666666667,0.1354615687221955,0.1386666666666667,0.1532992749782064,0.1386666666666667,0.1594955847296818,0.1386666666666667,0.1645643975819091,0.1386666666666667,0.1723815695022408,0.1386666666666667,0.1754648322399947,0.1386666666666667,0.1781449712326297,0.1386666666666667,0.1825792770524458,0.1386666666666667,0.1844355110868403,0.1386666666666667,0.1861012273668527
0.1493333333333333,0.03605505832384495,0.1493333333333333,0.07751092741904916,0.1493333333333333,0.1019113993797553,0.1493333333333333,0.1217936040658219,0.1493333333333333,0.1354617292422138,0.1493333333333333,0.1532994839436042,0.1493333333333333,0.1594958125949353,0.1493333333333333,0.164564641786045,0.1493333333333333,0.172381840569564,0.1493333333333333,0.175465114494558,0.1493333333333333,0.1781452634992928,0.1493333333333333,0.1825795864975743,0.1493333333333333,0.1844358279590896,0.1493333333333333,0.1861015510268034
0.16,0.03605507405601713,0.16,0.07751099789502658,0.16,0.1019115208092969,0.16,0.1217937784166576,0.16,0.1354619466631387,0.16,0.1532997669826662,0.16,0.159496121233388,0.16,0.1645649725551034,0.16,0.172382207724128,0.16,0.1754654968019477,0.16,0.1781456593678084,0.16,0.1825800056338676,0.16,0.1844362571552177,0.16,0.1861019894166867
0.1706666666666667,0.03605509527237835,0.1706666666666667,0.07751109293932767,0.1706666666666667,0.1019116845699871,0.1706666666666667,0.1217940135473601,0.1706666666666667,0.1354622398783908,0.1706666666666667,0.1533001486907603,0.1706666666666667,0.1594965374648745,0.1706666666666667,0.1645654186319488,0.1706666666666667,0.1723827028704803,0.1706666666666667,0.1754660123833987,0.1706666666666667,0.1781461932377828,0.1706666666666667,0.1825805708827374,0.1706666666666667,0.1844368359707681,0.1706666666666667,0.1861025806309186
0.1813333333333333,0.03605512374473083,0.1813333333333333,0.07751122048984661,0.1813333333333333,0.1019119043388886,0.1813333333333333,0.1217943290957055,0.1813333333333333,0.1354626333767989,0.1813333333333333,0.1533006609472511,0.1813333333333333,0.159497096051951,0.1813333333333333,0.1645660172716414,0.1813333333333333,0.1723833673616221,0.1813333333333333,0.1754667042984888,0.1813333333333333,0.1781469096961054,0.1813333333333333,0.1825813294515793,0.1813333333333333,0.1844376127460995,0.1813333333333333,0.1861033740452825
0.192,0.03605516174535306,0.192,0.07751139072705142,0.192,0.1019121976571108,0.192,0.1217947502475182,0.192,0.1354631585656959,0.192,0.1533013446377845,0.192,0.1594978415779239,0.192,0.164566816254058,0.192,0.1723842542329196,0.192,0.1754676277712255,0.192,0.1781478659255108,0.192,0.1825823418838135,0.192,0.1844386494776218,0.192,0.1861044329840831
0.2026666666666666,0.03605521215454163,0.2026666666666666,0.07751161655617793,0.2026666666666666,0.1019125867606903,0.2026666666666666,0.1217953089296466,0.2026666666666666,0.1354638552585285,0.2026666666666666,0.1533022515906833,0.2026666666666666,0.159498830558273,0.2026666666666666,0.1645678761466416,0.2026666666666666,0.1723854307136271,0.2026666666666666,0.1754688528051336,0.2026666666666666,0.1781491344123519,0.2026666666666666,0.1825836849257157,0.2026666666666666,0.1844400247533722,0.2026666666666666,0.1861058377185397
0.2133333333333333,0.03605527857724177,0.2133333333333333,0.07751191413037216,0.2133333333333333,0.1019130994820955,0.2133333333333333,0.1217960451043257,0.2133333333333333,0.1354647732888455,0.2133333333333333,0.153303446677722,0.2133333333333333,0.1595001337312978,0.2133333333333333,0.1645692727591607,0.2133333333333333,0.1723869809513878,0.2133333333333333,0.1754704670200995,0.2133333333333333,0.1781508058839784,0.2133333333333333,0.1825854546362417,0.2133333333333333,0.1844418369373902,0.2133333333333333,0.1861076887193131
0.2239999999999999,0.03605536546447127,0.2239999999999999,0.07751230339573133,0.2239999999999999,0.1019137701895012,0.2239999999999999,0.1217970081177394,0.2239999999999999,0.1354659741918171,0.2239999999999999,0.1533050100026506,0.2239999999999999,0.159501838444335,0.2239999999999999,0.1645710997007887,0.2239999999999999,0.1723890088502,0.2239999999999999,0.1754725786072723,0.2239999999999999,0.1781529923682793,0.2239999999999999,0.1825877696260882,0.2239999999999999,0.1844442074864004,0.2239999999999999,0.1861101100440977
0.2346666666666666,0.03605547823407774,0.2346666666666666,0.07751280863392536,0.2346666666666666,0.1019146407220215,0.2346666666666666,0.121798258042748,0.2346666666666666,0.1354675328783688,0.2346666666666666,0.1533070390798024,0.2346666666666666,0.1595040510290528,0.2346666666666666,0.1645734709253844,0.2346666666666666,0.1723916408950299,0.2346666666666666,0.1754753192699664,0.2346666666666666,0.1781558302386475,0.2346666666666666,0.1825907742811597,0.2346666666666666,0.1844472842504207,0.2346666666666666,0.1861132527087396
0.2453333333333333,0.03605562338497473,0.2453333333333333,0.07751345897643504,0.2453333333333333,0.1019157612761612,0.2453333333333333,0.1217998669515434,0.2453333333333333,0.1354695392217843,0.2453333333333333,0.1533096508983935,0.2453333333333333,0.1595068990519146,0.2453333333333333,0.1645765231427939,0.2453333333333333,0.1723950288274007,0.2453333333333333,0.175478847009261,0.2453333333333333,0.1781594830979877,0.2453333333333333,0.1825946418153863,0.2453333333333333,0.1844512445985422,0.2453333333333333,0.1861172978796796
0.2559999999999999,0.03605580859974845,0.2559999999999999,0.07751428886782553,0.2559999999999999,0.1019171912046785,0.2559999999999999,0.1218019200624667,0.2559999999999999,0.1354720994872174,0.2559999999999999,0.1533129837818401,0.2559999999999999,0.1595105333408735,0.2559999999999999,0.16458041799013,0.2559999999999999,0.1723993520541419,0.2559999999999999,0.1754833486315481,0.2559999999999999,0.1781641443746633,0.2559999999999999,0.1825995770182148,0.2559999999999999,0.1844562982319264,0.2559999999999999,0.1861224597467978
0.2666666666666666,0.0360560428325517,0.2666666666666666,0.07751533846454788,0.2666666666666666,0.1019189997046313,0.2666666666666666,0.121804516727689,0.2666666666666666,0.1354753375625463,0.2666666666666666,0.1533171989878317,0.2666666666666666,0.1595151297291141,0.2666666666666666,0.1645853438995319,0.2666666666666666,0.1724048197187097,0.2666666666666666,0.1754890419045193,0.2666666666666666,0.1781700395541795,0.2666666666666666,0.1826058186160792,0.2666666666666666,0.1844626896013303,0.2666666666666666,0.1861289879921385
0.2773333333333333,0.03605633638213062,0.2773333333333333,0.07751665396897597,0.2773333333333333,0.1019212663942145,0.2773333333333333,0.1218077712612027,0.2773333333333333,0.1354793959898405,0.2773333333333333,0.1533224820482272,0.2773333333333333,0.1595208905147308,0.2773333333333333,0.1645915176611822,0.2773333333333333,0.1724116724336724,0.2773333333333333,0.1754961773600636,0.2773333333333333,0.1781774280450357,0.2773333333333333,0.1826136412461216,0.2773333333333333,0.1844706999273928,0.2773333333333333,0.1861371698527437
0.2879999999999999,0.03605670095302059,0.2879999999999999,0.07751828791261262,0.2879999999999999,0.1019240818025137,0.2879999999999999,0.1218118136418309,0.2879999999999999,0.1354844368408071,0.2879999999999999,0.1533290439051574,0.2879999999999999,0.1595280456979009,0.2879999999999999,0.1645991857475543,0.2879999999999999,0.1724201837475765,0.2879999999999999,0.1755050398203365,0.2879999999999999,0.1781866047576975,0.2879999999999999,0.182623357125685,0.2879999999999999,0.1844806489092251,0.2879999999999999,0.1861473318649103
0.2986666666666666,0.03605714971050979,0.2986666666666666,0.07752029941384277,0.2986666666666666,0.1019275478160561,0.2986666666666666,0.1218167901544093,0.2986666666666666,0.1354906425150477,0.2986666666666666,0.1533371219462255,0.2986666666666666,0.1595368541077336,0.2986666666666666,0.1646086255191837,0.2986666666666666,0.1724306614798383,0.2986666666666666,0.1755159497862136,0.2986666666666666,0.1781979015408505,0.2986666666666666,0.182635317570442,0.2986666666666666,0.1844928962778153,0.2986666666666666,0.1861598414498181
0.3093333333333332,0.03605769733647139,0.3093333333333332,0.07752275444222387,0.3093333333333332,0.1019317781374714,0.3093333333333332,0.1218228640487991,0.3093333333333332,0.1354982165606762,0.3093333333333332,0.1533469810687406,0.3093333333333332,0.159547604560738,0.3093333333333332,0.1646201464642306,0.3093333333333332,0.172443449092954,0.3093333333333332,0.1755292648644958,0.3093333333333332,0.1782116886577478,0.3093333333333332,0.1826499145547521,0.3093333333333332,0.1845078433926661,0.3093333333333332,0.1861751085432564
0.3199999999999999,0.03605836009398568,0.3199999999999999,0.07752572612488556,0.3199999999999999,0.1019368988177844,0.3199999999999999,0.1218302163054198,0.3199999999999999,0.1355073846282895,0.3199999999999999,0.1533589149182291,0.3199999999999999,0.1595606172095293,0.3199999999999999,0.1646340916421133,0.3199999999999999,0.1724589272915858,0.3199999999999999,0.175545381431525,0.3199999999999999,0.178228376507451,0.3199999999999999,0.1826675825316295,0.3199999999999999,0.1845259351043332,0.3199999999999999,0.1861935874970601
0.3306666666666666,0.03605915591039732,0.3306666666666666,0.07752929513802143,0.3306666666666666,0.1019430489367368,0.3306666666666666,0.1218390466146781,0.3306666666666666,0.1355183956927236,0.3306666666666666,0.1533732474773561,0.3306666666666666,0.1595762452743606,0.3306666666666666,0.1646508395380694,0.3306666666666666,0.1724775160789226,0.3306666666666666,0.1755647367734299,0.3306666666666666,0.1782484178401057,0.3306666666666666,0.1826888007765978,0.3306666666666666,0.1845476621538528,0.3306666666666666,0.1862157795292839
0.3413333333333332,0.03606010449342376,0.3413333333333332,0.07753355024873544,0.3413333333333332,0.1019503815439604,0.3413333333333332,0.1218495747329978,0.3413333333333332,0.1355315237463041,0.3413333333333332,0.1533903352720308,0.3413333333333332,0.1595948774490522,0.3413333333333332,0.1646708066417567,0.3413333333333332,0.1724996776190787,0.3413333333333332,0.1755878120667097,0.3413333333333332,0.1782723108432943,0.3413333333333332,0.1827140966555665,0.3413333333333332,0.1845735645191176,0.3413333333333332,0.1862422361423518
0.3519999999999999,0.03606122750604362,0.3519999999999999,0.07753858912211435,0.3519999999999999,0.1019590650595192,0.3519999999999999,0.121862042501483,0.3519999999999999,0.1355470703212992,0.3519999999999999,0.1534105706624669,0.3519999999999999,0.1596169414923059,0.3519999999999999,0.164694451298349,0.3519999999999999,0.1725259205158423,0.3519999999999999,0.1756151368353066,0.3519999999999999,0.1783006037588142,0.3519999999999999,0.182744050515946,0.3519999999999999,0.1846042364247436,0.3519999999999999,0.1862735642415134
0.3626666666666665,0.03606254884563769,0.3626666666666665,0.07754451959731185,0.3626666666666665,0.1019692854857114,0.3626666666666665,0.1218767170337181,0.3626666666666665,0.1355653684744803,0.3626666666666665,0.1534343870456156,0.3626666666666665,0.159642909906651,0.3626666666666665,0.1647222798000965,0.3626666666666665,0.1725568065840856,0.3626666666666665,0.1756472960056933,0.3626666666666665,0.1783339021919843,0.3626666666666665,0.1827793034327893,0.3626666666666665,0.1846403342773354,0.3626666666666665,0.1863104342431145
0.3733333333333332,0.03606409510370557,0.3733333333333332,0.07755146177547349,0.3733333333333332,0.1019812500220748,0.3733333333333332,0.1218938959242333,0.3733333333333332,0.1355867892972112,0.3733333333333332,0.1534622673563528,0.3733333333333332,0.1596733092191045,0.3733333333333332,0.1647548563421493,0.3733333333333332,0.1725929619183423,0.3733333333333332,0.1756849414399208,0.3733333333333332,0.1783728810608638,0.3733333333333332,0.1828205698733675,0.3733333333333332,0.1846825896398654,0.3733333333333332,0.1863535933323728
0.3839999999999998,0.03606589632791873,0.3839999999999998,0.07755955146799558,0.3839999999999998,0.1019951930306421,0.3839999999999998,0.1219139158395867,0.3839999999999998,0.1356117526513474,0.3839999999999998,0.1534947580841783,0.3839999999999998,0.1597087352822437,0.3839999999999998,0.1647928194360229,0.3839999999999998,0.1726350951395712,0.3839999999999998,0.1757288109475283,0.3839999999999998,0.1784183042938213,0.3839999999999998,0.1828686585730384,0.3839999999999998,0.1847318306177519,0.3839999999999998,0.1864038873161566
0.3946666666666665,0.03606798727660495,0.3946666666666665,0.07756894586304423,0.3946666666666665,0.1020113858330447,0.3946666666666665,0.121937166622621,0.3946666666666665,0.1356407447903441,0.3946666666666665,0.1535324922718137,0.3946666666666665,0.1597498783772492,0.3946666666666665,0.1648369088350375,0.3946666666666665,0.1726840273232904,0.3946666666666665,0.1757797594665841,0.3946666666666665,0.1784710571331365,0.3946666666666665,0.1829245067677762,0.3946666666666665,0.1847890169264944,0.3946666666666665,0.1864622964544699
0.4053333333333332,0.03607040946693833,0.4053333333333332,0.07757983277241749,0.4053333333333332,0.1020301526923434,0.4053333333333332,0.1219641142935077,0.4053333333333332,0.1356743470891311,0.4053333333333332,0.1535762270005637,0.4053333333333332,0.1597975641243077,0.4053333333333332,0.164888009410025,0.4053333333333332,0.1727407407598086,0.4053333333333332,0.1758388098615834,0.4053333333333332,0.1785321987583165,0.4053333333333332,0.1829892359535858,0.4053333333333332,0.184855297008627,0.4053333333333332,0.1865299938189105
0.4159999999999998,0.0360732145189021,0.4159999999999998,0.07759244573022205,0.4159999999999998,0.1020518969043221,0.4159999999999998,0.1219953385927538,0.4159999999999998,0.1357132829299348,0.4159999999999998,0.1536269045488661,0.4159999999999998,0.159852820222436,0.4159999999999998,0.1649472227203802,0.4159999999999998,0.1728064584815187,0.4159999999999998,0.1759072357691706,0.4159999999999998,0.17860304810426,0.4159999999999998,0.1830642428105456,0.4159999999999998,0.1849321011676545,0.4159999999999998,0.186608440447567
0.4266666666666665,0.03607646969354745,0.4266666666666665,0.0776070890096616,0.4266666666666665,0.1020771440256384,0.4266666666666665,0.1220315951758101,0.4266666666666665,0.1357584953664336,0.4266666666666665,0.1536857536814242,0.4266666666666665,0.1599169869747153,0.4266666666666665,0.1650159855331416,0.4266666666666665,0.1728827759444548,0.4266666666666665,0.1759866987687581,0.4266666666666665,0.1786853259482549,0.4266666666666665,0.1831513497341474,0.4266666666666665,0.1850212957539263,0.4266666666666665,0.1866995428727198
0.4373333333333331,0.03608026736689778,0.4373333333333331,0.07762418043829115,0.4373333333333331,0.1021066158596668,0.4373333333333331,0.1220739220576245,0.4373333333333331,0.1358112800388777,0.4373333333333331,0.1537544629837874,0.4373333333333331,0.1599919064227011,0.4373333333333331,0.1650962726312282,0.4373333333333331,0.172971886349892,0.4373333333333331,0.1760794830921269,0.4373333333333331,0.1787813980278912,0.4373333333333331,0.1832530623945482,0.4373333333333331,0.1851254469735052,0.4373333333333331,0.1868059226445444
0.4479999999999998,0.03608474210791644,0.4479999999999998,0.07764432861256663,0.4479999999999998,0.1021413638974487,0.4479999999999998,0.1221238316041505,0.4479999999999998,0.1358735249141307,0.4479999999999998,0.1538354935117915,0.4479999999999998,0.1600802634957629,0.4479999999999998,0.1651909626278768,0.4479999999999998,0.1730769870688695,0.4479999999999998,0.1761889189824199,0.4479999999999998,0.178894713567259,0.4479999999999998,0.1833730343129144,0.4479999999999998,0.1852482967381456,0.4479999999999998,0.1869314024900103
0.4586666666666664,0.03609010383736019,0.4586666666666664,0.07766848287682195,0.4586666666666664,0.1021830285438732,0.4586666666666664,0.1221836835361479,0.4586666666666664,0.1359481760858607,0.4586666666666664,0.1539326863030048,0.4586666666666664,0.1601862489223653,0.4586666666666664,0.1653045488260737,0.4586666666666664,0.1732030694521272,0.4586666666666664,0.1763202054286739,0.4586666666666664,0.1790306575014399,0.4586666666666664,0.1835169697383353,0.4586666666666664,0.1853956874638605,0.4586666666666664,0.1870819511578362
0.4693333333333331,0.03609670895925432,0.4693333333333331,0.07769825517255101,0.4693333333333331,0.1022343955061873,0.4693333333333331,0.1222574856399264,0.4693333333333331,0.1360402377924131,0.4693333333333331,0.1540525668284898,0.4693333333333331,0.1603169827184008,0.4693333333333331,0.1654446657429415,0.4693333333333331,0.1733586150340941,0.4693333333333331,0.1764821771395918,0.4693333333333331,0.1791983808416834,0.4693333333333331,0.1836945629050662,0.4693333333333331,0.1855775484591128,0.4693333333333331,0.1872677129079794
0.4799999999999998,0.03610523450927824,0.4799999999999998,0.0777367083485848,0.4799999999999998,0.102300758895669,0.4799999999999998,0.1223528558451669,0.4799999999999998,0.1361592232601207,0.4799999999999998,0.1542075426607296,0.4799999999999998,0.1604860039562994,0.4799999999999998,0.1656258317567572,0.4799999999999998,0.1735597547020905,0.4799999999999998,0.1766916374667206,0.4799999999999998,0.179415289253334,0.4799999999999998,0.1839242540261089,0.4799999999999998,0.1858127676763501,0.4799999999999998,0.187507985131719
0.4906666666666664,0.03611718569589856,0.4906666666666664,0.07779065508386504,0.4906666666666664,0.1023938978825778,0.4906666666666664,0.1224867481658434,0.4906666666666664,0.1363263087450884,0.4906666666666664,0.1544252408033236,0.4906666666666664,0.1607234624268666,0.4906666666666664,0.1658803805661944,0.4906666666666664,0.1738424190801498,0.4906666666666664,0.1769860174125167,0.4906666666666664,0.1797201577808519,0.4906666666666664,0.1842471271087139,0.4906666666666664,0.1861434285753163,0.4906666666666664,0.1878457653328942
0.5013333333333331,0.03613671440742455,0.5013333333333331,0.07787890486857446,0.5013333333333331,0.1025463525009884,0.5013333333333331,0.1227060211122309,0.5013333333333331,0.1366000438876028,0.5013333333333331,0.1547820872254847,0.5013333333333331,0.1611127801668139,0.5013333333333331,0.1662977928100645,0.5013333333333331,0.1743060721793135,0.5013333333333331,0.1774689471328695,0.5013333333333331,0.1802203495419837,0.5013333333333331,0.1847769602883468,0.5013333333333331,0.1866860869078127,0.5013333333333331,0.1884001499618814
